,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,population,elevation,dem,timezone,modificationdate
3167,2752393,Kortrijk,Kortrijk,,52.15667,4.98472,P,PPL,NL,,9.0,1904.0,0,,-1,Europe/Amsterdam,2012-04-14
3168,2752390,Kortwoude,Kortwoude,"Koartwald,Koartwâld,Kortwoude",53.18382,6.1914,P,PPL,NL,,2.0,59.0,0,,1,Europe/Amsterdam,2008-10-23
3169,2752387,Kosberg,Kosberg,,50.78167,5.9,P,PPL,NL,,5.0,1729.0,0,,190,Europe/Amsterdam,2007-06-03
3170,2752386,Kostverloren,Kostverloren,,53.16386,6.83418,P,PPL,NL,,4.0,1952.0,0,,-2,Europe/Amsterdam,2019-01-20
3171,2752385,Kostverloren,Kostverloren,,53.21184,7.15219,P,PPL,NL,,4.0,1895.0,0,,-4,Europe/Amsterdam,2010-09-17
3172,2752382,Kostvlies,Kostvlies,,52.9875,6.79861,P,PPL,NL,,1.0,1680.0,130,,11,Europe/Amsterdam,2017-03-24
3173,2752381,Kotten,Kotten,"Kotten,Winterswijk Kotten",51.9425,6.76806,P,PPL,NL,,3.0,294.0,125,,42,Europe/Amsterdam,2020-09-21
3174,2752379,Koudehoek,Koudehoek,,53.14833,7.14444,P,PPL,NL,,4.0,1950.0,0,,-3,Europe/Amsterdam,2019-01-20
3175,2752378,Koudehuizum,Koudehuizum,,53.0973,5.44662,P,PPL,NL,,2.0,1900.0,0,,1,Europe/Amsterdam,2012-04-14
3176,2752377,Koudekerk aan den Rijn,Koudekerk aan den Rijn,"Koudekerk,Koudekerk a/d Rijn,Koudekerk aan de Rijn,Koudekerk an der Rijn",52.13333,4.60139,P,PPL,NL,,11.0,484.0,0,,0,Europe/Amsterdam,2017-10-17
3177,2752374,Koudekerke,Koudekerke,,51.48167,3.55417,P,PPL,NL,,10.0,717.0,2880,,2,Europe/Amsterdam,2017-10-17
3178,2752363,Koudenburg,Koudenburg,"Koudenberg,Koudenburg,Koundenburg",53.03333,6.33333,P,PPL,NL,,2.0,85.0,0,,1,Europe/Amsterdam,2008-10-24
3179,2752371,Koudenhoek,Koudenhoek,,51.87167,5.85139,P,PPL,NL,,3.0,268.0,0,,9,Europe/Amsterdam,2007-06-03
3180,2752368,Koudhoorn,Koudhoorn,,52.23333,5.6625,P,PPL,NL,,3.0,273.0,375,,28,Europe/Amsterdam,2017-03-24
3181,2752367,Koudum,Koudum,Koudum,52.91551,5.44834,P,PPL,NL,,2.0,1900.0,2600,,4,Europe/Amsterdam,2017-10-17
3182,2752365,Koufurderrige,Koufurderrige,"Koufurderrige,Kufurderrige,Kûfurderrige",52.95647,5.65423,P,PPL,NL,,2.0,1900.0,65,,0,Europe/Amsterdam,2017-10-17
3183,2752364,Koulen,Koulen,,50.86583,5.88056,P,PPL,NL,,5.0,986.0,0,,134,Europe/Amsterdam,2007-06-03
3184,2752361,Kouwenberg,Kouwenberg,,51.5975,5.08889,P,PPL,NL,,6.0,855.0,0,,13,Europe/Amsterdam,2007-06-03
3185,2752353,Kraaienburg,Kraaienburg,,52.62417,5.14306,P,PPL,NL,,7.0,498.0,0,,-2,Europe/Amsterdam,2007-06-03
3186,2752345,Kraan,Kraan,,51.26191,5.75533,P,PPL,NL,,5.0,946.0,0,,35,Europe/Amsterdam,2009-01-12
3187,2752341,Kraanmeer,Kraanmeer,,51.6275,5.60972,P,PPL,NL,,6.0,1948.0,0,,12,Europe/Amsterdam,2017-08-16
3188,2752339,Kraanven,Kraanven,,51.63083,5.04722,P,PPL,NL,,6.0,809.0,0,,9,Europe/Amsterdam,2014-01-10
3189,2752332,Krabbendam,Krabbendam,,52.73167,4.70278,P,PPL,NL,,7.0,441.0,140,,1,Europe/Amsterdam,2017-03-24
3190,2752331,Krabbendijke,Krabbendijke,Krabbendyke,51.43167,4.1125,P,PPL,NL,,10.0,703.0,0,,1,Europe/Amsterdam,2017-10-17
3191,2752328,Krabbenhoek,Krabbenhoek,,51.30417,4.1,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2007-06-03
3192,2752335,Krabburen,Krabburen,"Krabbeburen,Krabbuorren,Krabburen",53.30675,6.25762,P,PPL,NL,,2.0,1970.0,0,,0,Europe/Amsterdam,2019-01-20
3193,2752321,Krachtighuizen,Krachtighuizen,,52.23833,5.61806,P,PPL,NL,,3.0,273.0,0,,19,Europe/Amsterdam,2007-06-03
3194,2752320,Kraggenburg,Kraggenburg,,52.6625,5.9,P,PPL,NL,,16.0,171.0,0,,0,Europe/Amsterdam,2017-10-17
3195,2752315,Kralingen,Kralingen,,51.74845,4.1058,P,PPL,NL,,11.0,1924.0,0,,2,Europe/Amsterdam,2013-06-09
3196,2752308,Kraloo,Kraloo,,52.70917,6.24583,P,PPL,NL,,1.0,1690.0,0,,2,Europe/Amsterdam,2007-06-03
3197,2752307,Kraloo,Kraloo,,52.78417,6.43333,P,PPL,NL,,1.0,1690.0,0,,13,Europe/Amsterdam,2007-06-03
3198,2752301,Kranenbroek,Kranenbroek,,51.46083,5.59722,P,PPL,NL,,6.0,1771.0,0,,16,Europe/Amsterdam,2009-01-13
3199,2752300,Kranenburg,Kranenburg,,52.10083,6.35972,P,PPL,NL,,3.0,1876.0,215,,15,Europe/Amsterdam,2017-03-24
3200,2752299,Kranendijk,Kranendijk,,51.68167,4.25694,P,PPL,NL,,11.0,1924.0,0,,0,Europe/Amsterdam,2013-06-09
3201,2752295,Krassum,Krassum,,53.29917,6.49167,P,PPL,NL,,4.0,1969.0,0,,-1,Europe/Amsterdam,2021-07-06
3202,2752294,Krauwelgors,Krauwelgors,,51.63898,4.66151,P,PPL,NL,,6.0,1709.0,0,,0,Europe/Amsterdam,2009-10-09
3203,2752291,Kreek,Kreek,De Kreek,51.62583,4.50972,P,PPL,NL,,6.0,1709.0,175,,1,Europe/Amsterdam,2017-03-24
3204,2752285,Kreielt,Kreielt,Kreiel,51.44786,5.31537,P,PPL,NL,,6.0,770.0,0,,22,Europe/Amsterdam,2009-01-13
3205,2752284,Kreijel,Kreijel,,51.28917,5.77917,P,PPL,NL,,5.0,946.0,0,,31,Europe/Amsterdam,2007-06-03
3206,2752283,Kreijl,Kreijl,Kreil,51.395,5.56389,P,PPL,NL,,6.0,1658.0,0,,22,Europe/Amsterdam,2007-06-03
3207,2752282,Kreil,Kreil,,52.8,4.86667,P,PPL,NL,,7.0,1911.0,0,,-2,Europe/Amsterdam,2012-11-25
3208,2752281,Kreileroord,Kreileroord,,52.84167,5.08194,P,PPL,NL,,7.0,1911.0,585,,-4,Europe/Amsterdam,2017-10-17
3209,2752280,Kreitenmolen,Kreitenmolen,,51.60771,5.16374,P,PPL,NL,,6.0,772.0,0,,10,Europe/Amsterdam,2011-04-19
3210,2752279,Kreitsberg,Kreitsberg,,51.71167,5.68333,P,PPL,NL,,6.0,1991.0,0,,18,Europe/Amsterdam,2022-09-30
3211,6544832,Kremselen,Kremselen,Kremsel,51.55754,5.42523,P,PPL,NL,,6.0,1948.0,0,,11,Europe/Amsterdam,2017-08-16
3212,2752276,Kreverhille,Kreverhille,,51.40167,3.99028,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2007-06-03
3213,2752275,Krewerd,Krewerd,,53.35417,6.84861,P,PPL,NL,,4.0,1979.0,90,,0,Europe/Amsterdam,2021-07-05
3214,2752267,Krimpen aan de Lek,Krimpen aan de Lek,"Krimpen,Krimpen a/d Lek,Krimpen aan den Lek",51.895,4.62917,P,PPL,NL,,11.0,1931.0,0,,-1,Europe/Amsterdam,2017-10-17
3215,2752264,Krimpen aan den IJssel,Krimpen aan den IJssel,"Krimpen,Krimpen a/d IJssel,Krimpen a/d Yssel,Krimpen aan de Yssel,Krimpen aan den IJssel,Krimpen aan den Yssel",51.91667,4.60278,P,PPL,NL,,11.0,542.0,29017,,-1,Europe/Amsterdam,2017-10-17
3216,2752261,Kring van Dorth,Kring van Dorth,,52.22083,6.26667,P,PPL,NL,,3.0,262.0,0,,9,Europe/Amsterdam,2017-10-17
3217,2752259,Kroddeburen,Kroddeburen,,53.30167,6.725,P,PPL,NL,,4.0,14.0,0,,0,Europe/Amsterdam,2019-01-20
3218,6544834,Krolhoek,Krolhoek,,51.69167,5.92361,P,PPL,NL,,6.0,1982.0,0,,12,Europe/Amsterdam,2022-09-30
3219,2752252,Kromme Elleboog,Kromme Elleboog,,53.1925,7.07083,P,PPL,NL,,4.0,1895.0,0,,0,Europe/Amsterdam,2010-09-17
3220,2752243,Kromme Mijdrecht,Kromme Mijdrecht,,52.225,4.81806,P,PPL,NL,,9.0,736.0,0,,1,Europe/Amsterdam,2007-06-03
3221,2752241,Krommenhoeke,Krommenhoeke,,51.50833,3.54028,P,PPL,NL,,10.0,717.0,0,,0,Europe/Amsterdam,2007-06-03
3222,2752240,Krommenie,Krommenie,,52.49917,4.7625,P,PPL,NL,,7.0,479.0,0,,0,Europe/Amsterdam,2017-10-17
3223,2752239,Krommeniedijk,Krommeniedijk,Krommeiniedijk,52.5175,4.75972,P,PPL,NL,,7.0,479.0,495,,0,Europe/Amsterdam,2017-03-24
3224,2752229,Kromwijk,Kromwijk,,52.07417,4.88194,P,PPL,NL,,9.0,632.0,90,,0,Europe/Amsterdam,2017-03-24
3225,2752228,Kronenberg,Kronenberg,,51.41583,6.0,P,PPL,NL,,5.0,1507.0,670,,31,Europe/Amsterdam,2017-10-17
3226,2752218,Krooswijk,Krooswijk,,51.64665,4.59203,P,PPL,NL,,6.0,1709.0,4130,,2,Europe/Amsterdam,2017-03-24
3227,2752217,Kropswolde,Kropswolde,,53.1425,6.72361,P,PPL,NL,,4.0,1952.0,180,,0,Europe/Amsterdam,2019-01-20
3228,2752213,Kruiningen,Kruiningen,"Krunehe,Kruninge",51.44917,4.03472,P,PPL,NL,,10.0,703.0,0,,4,Europe/Amsterdam,2017-10-17
3229,2752210,Kruiningergors,Kruiningergors,,51.92083,4.11944,P,PPL,NL,,11.0,614.0,165,,1,Europe/Amsterdam,2020-11-26
3230,2752209,Kruis,Kruis,,50.90674,5.81735,P,PPL,NL,,5.0,1954.0,0,,134,Europe/Amsterdam,2019-01-20
3231,2752208,Kruis,Kruis,,51.37767,5.56698,P,PPL,NL,,6.0,1658.0,0,,24,Europe/Amsterdam,2009-10-09
3232,2752204,Kruisberg,Kruisberg,,51.28438,6.03494,P,PPL,NL,,5.0,1894.0,0,,24,Europe/Amsterdam,2011-06-04
3233,2752200,Kruisdijk,Kruisdijk,,51.3775,3.54722,P,PPL,NL,,10.0,1714.0,0,,1,Europe/Amsterdam,2007-06-03
3234,2752199,Kruisdorp,Kruisdorp,,51.365,4.03889,P,PPL,NL,,10.0,677.0,0,,0,Europe/Amsterdam,2007-06-03
3235,2752198,Kruiselwerk,Kruiselwerk,,53.065,6.98889,P,PPL,NL,,4.0,765.0,0,,-1,Europe/Amsterdam,2007-06-03
3236,2752196,Kruishaar,Kruishaar,,52.20417,5.54583,P,PPL,NL,,3.0,267.0,310,,11,Europe/Amsterdam,2017-03-24
3237,2752194,Kruishoofd,Kruishoofd,,51.38333,3.46667,P,PPL,NL,,10.0,1714.0,0,,0,Europe/Amsterdam,2011-06-04
3238,2752192,Kruisland,Kruisland,,51.56917,4.40972,P,PPL,NL,,6.0,851.0,1785,,1,Europe/Amsterdam,2017-10-17
3239,2752188,Kruispolderhaven,Kruispolderhaven,Kruispolderkaai,51.355,4.09444,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2007-06-03
3240,2752187,Kruisschot,Kruisschot,,51.48667,5.68472,P,PPL,NL,,6.0,794.0,0,,17,Europe/Amsterdam,2007-06-03
3241,2752186,Kruisstraat,Kruisstraat,,51.51083,4.46528,P,PPL,NL,,6.0,1674.0,0,,5,Europe/Amsterdam,2007-06-03
3242,2752185,Kruisstraat,Kruisstraat,,51.58667,4.56806,P,PPL,NL,,6.0,1655.0,255,,3,Europe/Amsterdam,2017-03-24
3243,2752184,Kruisstraat,Kruisstraat,,51.73167,5.39444,P,PPL,NL,,6.0,796.0,550,,6,Europe/Amsterdam,2017-03-24
3244,2757385,Kruisweg,Kruisweg,Kruisweg,52.04417,4.54444,P,PPL,NL,,11.0,1621.0,185,,-3,Europe/Amsterdam,2017-03-24
3245,2752181,Kruisweg,Kruisweg,,53.38833,6.375,P,PPL,NL,,4.0,1966.0,330,,0,Europe/Amsterdam,2019-01-20
3246,2752178,Kudelstaart,Kudelstaart,,52.23417,4.75139,P,PPL,NL,,7.0,358.0,9250,,-3,Europe/Amsterdam,2017-10-17
3247,2752176,Kuikhorne,Kuikhorne,"Kuikhorne,Kukherne,Kûkherne",53.24098,6.01931,P,PPL,NL,,2.0,59.0,0,,0,Europe/Amsterdam,2008-10-23
3248,2752174,Kuiksche Heide,Kuiksche Heide,Kuikse Heide,51.69083,5.16111,P,PPL,NL,,6.0,797.0,0,,3,Europe/Amsterdam,2007-06-03
3249,2752173,Kuikseind,Kuikseind,,51.46,5.25694,P,PPL,NL,,6.0,823.0,0,,20,Europe/Amsterdam,2007-06-03
3250,2752171,Kuil,Kuil,,51.60794,5.12538,P,PPL,NL,,6.0,855.0,0,,10,Europe/Amsterdam,2009-01-13
3251,2752169,Kuilenrode,Kuilenrode,,51.39833,5.13333,P,PPL,NL,,6.0,1667.0,0,,28,Europe/Amsterdam,2007-06-03
3252,2752162,Kuinre,Kuinre,"De Kunder,De Kúnder,ku yin er,庫因爾",52.7875,5.84028,P,PPL,NL,,15.0,1708.0,795,,2,Europe/Amsterdam,2017-10-17
3253,2752160,Kuipershoek,Kuipershoek,,52.25168,6.94511,P,PPL,NL,,15.0,153.0,0,,50,Europe/Amsterdam,2011-06-04
3254,2752158,Kuipersveer,Kuipersveer,,51.82333,4.55278,P,PPL,NL,,11.0,1963.0,0,,1,Europe/Amsterdam,2019-01-20
3255,2752157,Kuitaart,Kuitaart,,51.34167,4.03472,P,PPL,NL,,10.0,677.0,100,,1,Europe/Amsterdam,2017-10-17
3256,2752156,Kuivezand,Kuivezand,,51.58917,4.50556,P,PPL,NL,,6.0,1655.0,0,,1,Europe/Amsterdam,2007-06-03
3257,2752155,Kulert,Kulert,,51.46333,5.82222,P,PPL,NL,,6.0,762.0,0,,28,Europe/Amsterdam,2007-06-03
3258,2752154,Kulsdom,Kulsdom,,52.14083,6.4875,P,PPL,NL,,3.0,1859.0,0,,14,Europe/Amsterdam,2007-06-03
3259,2752151,Kunrade,Kunrade,,50.87769,5.93107,P,PPL,NL,,5.0,986.0,3405,,93,Europe/Amsterdam,2017-03-24
3260,2752148,Kuttingen,Kuttingen,,50.75917,5.92083,P,PPL,NL,,5.0,1729.0,0,,152,Europe/Amsterdam,2007-06-03
3261,6544731,Kuundert,Kuundert,,51.48833,5.74722,P,PPL,NL,,6.0,1652.0,0,,22,Europe/Amsterdam,2007-06-07
3262,2752147,Kuzemer,Kuzemer,,53.21333,6.33333,P,PPL,NL,,4.0,1969.0,0,,1,Europe/Amsterdam,2019-01-20
3263,2752146,Kuzemerbalk,Kuzemerbalk,,53.215,6.31111,P,PPL,NL,,4.0,1969.0,0,,-1,Europe/Amsterdam,2019-01-20
3264,2752144,Kwaalburg,Kwaalburg,,51.47667,4.94167,P,PPL,NL,,6.0,1723.0,0,,24,Europe/Amsterdam,2007-06-03
3265,2752141,Kwadendamme,Kwadendamme,Kwadendanne,51.43333,3.87778,P,PPL,NL,,10.0,654.0,0,,0,Europe/Amsterdam,2017-10-17
3266,2752140,Kwadijk,Kwadijk,,52.52833,4.98056,P,PPL,NL,,7.0,385.0,760,,0,Europe/Amsterdam,2017-10-17
3267,2752137,Kwakkel,Kwakkel,,51.33417,3.93056,P,PPL,NL,,10.0,715.0,0,,0,Europe/Amsterdam,2007-06-03
3268,2752133,Kwartier,Kwartier,,51.90583,6.14028,P,PPL,NL,,3.0,299.0,275,,13,Europe/Amsterdam,2017-03-24
3269,2752134,Kwartier,Kwartier,,51.63083,4.43333,P,PPL,NL,,6.0,1709.0,0,,0,Europe/Amsterdam,2007-06-03
3270,2752132,Kwartierdorp,Kwartierdorp,"Kwartierdorp,Kwartiersdorp",52.21735,6.64982,P,PPL,NL,,15.0,1735.0,0,,14,Europe/Amsterdam,2012-01-17
3271,2752130,Kwintsheul,Kwintsheul,,52.01333,4.25556,P,PPL,NL,,11.0,1783.0,3560,,0,Europe/Amsterdam,2017-10-17
3272,2752180,Kûbaard,Kubaard,"Kubaard,Kûbaard",53.11912,5.57071,P,PPL,NL,,2.0,1900.0,170,,1,Europe/Amsterdam,2019-01-20
3273,2752126,Laad en Zaad,Laad en Zaad,"Laad en Saad,Laad en Zaad",53.05236,5.54981,P,PPL,NL,,2.0,1900.0,0,,-1,Europe/Amsterdam,2012-04-14
3274,2752101,Laag Spul,Laag Spul,,51.47833,5.14306,P,PPL,NL,,6.0,798.0,0,,17,Europe/Amsterdam,2007-06-03
3275,2752094,Laag Zuthem,Laag Zuthem,"Laag-Zutem,Zutem,Zuthem",52.46,6.17083,P,PPL,NL,,15.0,177.0,281,,2,Europe/Amsterdam,2017-10-17
3276,2752124,Laag-Blokland,Laag-Blokland,,51.88574,4.85467,P,PPL,NL,,11.0,1978.0,450,,-1,Europe/Amsterdam,2019-01-20
3277,2752121,Laag-Caestert,Laag-Caestert,,50.77083,5.7,P,PPL,NL,,5.0,1903.0,0,,54,Europe/Amsterdam,2012-04-14
3278,2752120,Laag-Dalem,Laag-Dalem,,51.835,4.98611,P,PPL,NL,,11.0,512.0,0,,4,Europe/Amsterdam,2007-06-03
3279,2752109,Laag-Heukelom,Laag-Heukelom,"Heukelem,Laag Heukelum",51.56583,5.14444,P,PPL,NL,,6.0,824.0,0,,11,Europe/Amsterdam,2007-06-03
3280,2752107,Laag-Keppel,Laag-Keppel,,51.99667,6.22222,P,PPL,NL,,3.0,1876.0,450,,14,Europe/Amsterdam,2017-10-17
3281,2752106,Laag-Nieuwkoop,Laag-Nieuwkoop,,52.13083,4.97639,P,PPL,NL,,9.0,1904.0,0,,-2,Europe/Amsterdam,2020-03-08
3282,2752102,Laag-Soeren,Laag-Soeren,,52.08417,6.075,P,PPL,NL,,3.0,275.0,685,,21,Europe/Amsterdam,2017-10-17
3283,2752118,Laageind,Laageind,,51.665,5.86944,P,PPL,NL,,6.0,1982.0,0,,12,Europe/Amsterdam,2022-09-30
3284,2752117,Laageinde,Laageinde,,51.87408,5.27606,P,PPL,NL,,3.0,1960.0,0,,3,Europe/Amsterdam,2019-01-20
3285,2752115,Laaghalen,Laaghalen,,52.92167,6.53056,P,PPL,NL,,1.0,1731.0,100,,16,Europe/Amsterdam,2017-03-24
3286,2752112,Laaghalerveen,Laaghalerveen,,52.94,6.51111,P,PPL,NL,,1.0,1731.0,0,,11,Europe/Amsterdam,2007-06-03
3287,2752110,Laagheide,Laagheide,,51.34583,6.00139,P,PPL,NL,,5.0,1894.0,0,,30,Europe/Amsterdam,2010-09-17
3288,2752104,Laagriebroek,Laagriebroek,,51.5,5.99167,P,PPL,NL,,5.0,984.0,0,,25,Europe/Amsterdam,2007-06-03
3289,2752092,Laak,Laak,,51.12,5.82083,P,PPL,NL,,5.0,1641.0,190,,24,Europe/Amsterdam,2017-03-24
3290,2752091,Laak,Laak,De Laak,51.26302,5.90854,P,PPL,NL,,5.0,1640.0,0,,29,Europe/Amsterdam,2009-01-04
3291,2752090,Laak,Laak,De Laak,51.83167,5.61111,P,PPL,NL,,3.0,296.0,0,,9,Europe/Amsterdam,2007-06-03
3292,6544795,Laar,Laar,,51.35024,6.03664,P,PPL,NL,,5.0,1894.0,0,,28,Europe/Amsterdam,2010-09-17
3293,2752084,Laar,Laar,,51.27583,5.70556,P,PPL,NL,,5.0,988.0,680,,33,Europe/Amsterdam,2017-03-24
3294,2752083,Laar,Laar,,51.30167,5.61111,P,PPL,NL,,6.0,1706.0,0,,29,Europe/Amsterdam,2007-06-03
3295,2752082,Laar,Laar,,51.4925,5.55417,P,PPL,NL,,6.0,820.0,0,,16,Europe/Amsterdam,2007-06-03
3296,2752081,Laar,Laar,"Het Laar,Laar",51.51926,5.62407,P,PPL,NL,,6.0,1659.0,0,,15,Europe/Amsterdam,2012-01-17
3297,2752080,Laar,Laar,"'t Laar,Het Laar",51.54233,5.058,P,PPL,NL,,6.0,855.0,0,,14,Europe/Amsterdam,2009-01-13
3298,2752079,Laar,Laar,Laar,51.63333,5.2,P,PPL,NL,,6.0,865.0,0,,9,Europe/Amsterdam,2021-07-06
3299,2752078,Laar,Laar,,51.67417,5.425,P,PPL,NL,,6.0,845.0,0,,6,Europe/Amsterdam,2007-06-03
3300,6544719,Laar,Laar,,50.91388,5.89996,P,PPL,NL,,5.0,1954.0,0,,77,Europe/Amsterdam,2019-01-20
3301,2752075,Laarbroek,Laarbroek,,51.41417,5.73611,P,PPL,NL,,6.0,743.0,0,,24,Europe/Amsterdam,2007-06-03
3302,2752074,Laareind,Laareind,,51.61057,4.91681,P,PPL,NL,,6.0,784.0,0,,6,Europe/Amsterdam,2011-06-04
3303,2752073,Laareind,Laareind,,51.96083,5.60556,P,PPL,NL,,9.0,340.0,0,,9,Europe/Amsterdam,2007-06-03
3304,2752068,Laarstraat,Laarstraat,,52.32917,5.97361,P,PPL,NL,,3.0,232.0,0,,11,Europe/Amsterdam,2007-06-03
3305,2752065,Laaxum,Laaxum,Laaksum,52.85244,5.41111,P,PPL,NL,,2.0,1900.0,0,,1,Europe/Amsterdam,2012-04-14
3306,2752062,Ladysmith,Ladysmith,,53.33333,6.9,P,PPL,NL,,4.0,1979.0,0,,0,Europe/Amsterdam,2021-07-05
3307,2752061,Lage Aard,Lage Aard,,51.56083,4.86528,P,PPL,NL,,6.0,758.0,0,,8,Europe/Amsterdam,2007-06-03
3308,2752057,Lage Berkt,Lage Berkt,,51.31667,5.32639,P,PPL,NL,,6.0,1724.0,0,,37,Europe/Amsterdam,2007-06-03
3309,2752055,Lage Bijssel,Lage Bijssel,Lage-Bijsel,52.40167,5.77639,P,PPL,NL,,3.0,230.0,0,,1,Europe/Amsterdam,2007-06-03
3310,2752049,Lage Donk,Lage Donk,Donk,51.58131,4.6043,P,PPL,NL,,6.0,777.0,0,,3,Europe/Amsterdam,2011-06-04
3311,2752047,Lage Haghorst,Lage Haghorst,,51.5,5.2,P,PPL,NL,,6.0,798.0,0,,11,Europe/Amsterdam,2011-06-04
3312,2752028,Lage Mierde,Lage Mierde,,51.40583,5.14722,P,PPL,NL,,6.0,1667.0,1405,,27,Europe/Amsterdam,2017-10-17
3313,2752016,Lage Weg,Lage Weg,,51.96583,4.64028,P,PPL,NL,,11.0,1931.0,0,,-2,Europe/Amsterdam,2015-05-25
3314,2752012,Lage Wijst,Lage Wijst,,51.72333,5.51806,P,PPL,NL,,6.0,1721.0,0,,9,Europe/Amsterdam,2007-06-03
3315,2752009,Lage Zwaluwe,Lage Zwaluwe,Zwaluwe,51.70833,4.70417,P,PPL,NL,,6.0,1719.0,0,,1,Europe/Amsterdam,2017-10-17
3316,2752018,Lage-Vuursche,Lage-Vuursche,"De Lage Vuursche,De Vuursche",52.17917,5.22361,P,PPL,NL,,9.0,308.0,0,,12,Europe/Amsterdam,2017-10-17
3317,2752056,Lagebiezen,Lagebiezen,,51.5925,5.53194,P,PPL,NL,,6.0,1948.0,0,,10,Europe/Amsterdam,2017-08-16
3318,2752054,Lagebroek,Lagebroek,,52.12667,4.8375,P,PPL,NL,,9.0,632.0,0,,-2,Europe/Amsterdam,2007-06-03
3319,2752043,Lageheide,Lageheide,,51.725,5.725,P,PPL,NL,,6.0,1982.0,0,,11,Europe/Amsterdam,2022-09-30
3320,2752039,Lagekant,Lagekant,,51.7325,5.45,P,PPL,NL,,6.0,796.0,0,,4,Europe/Amsterdam,2017-04-15
3321,2752034,Lageland,Lageland,,53.23648,6.71398,P,PPL,NL,,4.0,1952.0,0,,-3,Europe/Amsterdam,2019-01-20
3322,2752030,Lagemeeden,Lagemeeden,"Lage-Meden,Leegemeden",53.21873,6.46369,P,PPL,NL,,4.0,1969.0,0,,-2,Europe/Amsterdam,2019-01-20
3323,2752027,Lagenheuvel,Lagenheuvel,,51.64667,5.66806,P,PPL,NL,,6.0,1991.0,0,,21,Europe/Amsterdam,2022-09-30
3324,2752017,Lagewald,Lagewald,Lagewald,51.8,5.96667,P,PPL,NL,,3.0,1945.0,0,,17,Europe/Amsterdam,2018-12-04
3325,2752015,Lageweg,Lageweg,,53.255,6.64583,P,PPL,NL,,4.0,14.0,0,,-2,Europe/Amsterdam,2019-01-20
3326,2752007,Lakei,Lakei,,51.64917,6.05972,P,PPL,NL,,5.0,893.0,0,,16,Europe/Amsterdam,2007-06-03
3327,2752006,Lakemond,Lakemond,,51.94135,5.6571,P,PPL,NL,,3.0,1734.0,0,,8,Europe/Amsterdam,2009-10-09
3328,2752005,Lakerveld,Lakerveld,,51.9425,5.01944,P,PPL,NL,,9.0,1961.0,360,,0,Europe/Amsterdam,2019-01-20
3329,2752002,Lalleweer,Lalleweer,,53.29,7.00694,P,PPL,NL,,4.0,1979.0,0,,-1,Europe/Amsterdam,2021-07-05
3330,2752001,Lambalgen,Lambalgen,,52.06667,5.48333,P,PPL,NL,,9.0,351.0,0,,5,Europe/Amsterdam,2011-06-04
3331,2752000,Lambertschaag,Lambertschaag,,52.74583,5.01806,P,PPL,NL,,7.0,420.0,180,,0,Europe/Amsterdam,2017-10-17
3332,2751999,Lammerburen,Lammerburen,,53.3125,6.3625,P,PPL,NL,,4.0,1969.0,0,,1,Europe/Amsterdam,2019-01-20
3333,2751998,Lammerenburg,Lammerenburg,,51.46667,3.55833,P,PPL,NL,,10.0,718.0,1200,,1,Europe/Amsterdam,2017-03-24
3334,2751997,Lammers,Lammers,,51.91667,6.73333,P,PPL,NL,,3.0,294.0,0,,47,Europe/Amsterdam,2011-06-04
3335,2751996,Lammerweg,Lammerweg,,52.96917,7.15278,P,PPL,NL,,4.0,1950.0,0,,4,Europe/Amsterdam,2019-01-20
3336,2751995,Lamper,Lamper,,51.64621,5.84055,P,PPL,NL,,6.0,1982.0,0,,14,Europe/Amsterdam,2022-09-30
3337,6544734,Lamperen,Lamperen,,51.64583,5.83889,P,PPL,NL,,6.0,1982.0,0,,13,Europe/Amsterdam,2022-09-30
3338,2751993,Lamswaarde,Lamswaarde,,51.34417,4.05556,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2017-10-17
3339,6544837,Land van Kleef,Land van Kleef,,51.63333,5.07917,P,PPL,NL,,6.0,809.0,0,,11,Europe/Amsterdam,2007-06-07
3340,2751989,Landerum,Landerum,,53.38645,5.29876,P,PPL,NL,,2.0,93.0,0,,4,Europe/Amsterdam,2017-10-17
3341,6621561,Landgraaf,Landgraaf,,50.90709,6.02716,P,PPL,NL,,5.0,882.0,0,,157,Europe/Amsterdam,2017-10-17
3342,10242474,Landgraaf,Landgraaf,,50.98482,5.83218,P,PPL,NL,,5.0,1883.0,0,,65,Europe/Amsterdam,2015-04-30
3343,2751987,Landhorst,Landhorst,,51.6175,5.79167,P,PPL,NL,,6.0,1982.0,415,,23,Europe/Amsterdam,2022-09-30
3344,2751984,Landorp,Landorp,,51.385,5.26944,P,PPL,NL,,6.0,1728.0,0,,27,Europe/Amsterdam,2007-06-03
3345,2751980,Landsmeer,Landsmeer,"Landsmeer,Landsmer,Landsmeyr,Lansmar,Lânsmar,landsmyr,Ландсмер,Լանդսմեյր,لاندسمير,لانڈسمیر",52.43083,4.91528,P,PPL,NL,,7.0,415.0,1800,,2,Europe/Amsterdam,2017-10-17
3346,2751978,Landsrade,Landsrade,,50.785,5.88472,P,PPL,NL,,5.0,1729.0,0,,208,Europe/Amsterdam,2007-06-03
